"ID","povertyRatio24","logPovertyRatio24","inPoverty24","college24","sex","birthYear","isLessAge14R1","isBlack","isHispanic","hasSibling","maxParentEducation","avgPovertyRatio18","logAvgPovertyRatio18","inPoverty18","livesWithMom","momSupport","momStrict","livesWithDad","dadSupport","dadStrict","safeEnv","pctPeersPositive","pctPeersNegative","schoolAbsent","schoolLate","schoolEnvironment","schoolViolence","teacherQuality","liesCheats","negativeEmotions","positiveOutlook"
2232,1.66,0.506817602368452,0,0,1,1,0,0,0,1,14,7.75,2.04769284336526,0,1,1,0,1,2,1,1,0.625,0.31,3,30,6,0,6,0,0,0
2233,19.37,2.9637254774189,0,0,0,4,1,0,0,1,16,4.03,1.39376637595859,0,1,2,0,1,2,1,1,0.55,0.09,0,0,5,0,4,0,1,8
2234,2.53,0.928219302739429,0,0,0,1,0,0,0,1,14,3.7,1.30833281965018,0,1,2,1,1,1,1,0,0.2125,0.36,5,12,5,1,4,0,0,0
2235,1.29,0.254642218373581,0,0,0,4,1,0,0,1,13,1.35,0.300104592450338,0,1,2,1,1,2,1,1,0.421875,0.4255,1,0,7,1,5,1,1,6
2236,1.58,0.457424847038875,0,1,1,1,0,0,0,1,16,3.58,1.27536280041261,0,1,2,1,1,2,1,1,0.4375,0.21,1,0,11,0,4,0,0,0
2237,8.42,2.13060982825424,0,0,0,3,1,0,0,0,20,6.285,1.83816584204221,0,1,1,1,1,1,1,0,0.325,0.05,1,0,6,0,4,1,0,3
2238,3.62,1.28647402583768,0,0,0,1,0,0,0,0,16,3.44,1.23547147138531,0,1,2,1,1,2,0,0,0.45,0.32,39,10,8,1,5,0,0,0
2245,2.31,0.837247524533702,0,1,1,4,1,0,0,0,12,1.72,0.542324290825362,0,1,2,0,1,2,0,1,0.5,0.05,3,0,6,0,4,0,0,7
2247,6.17,1.8196988379173,0,0,1,2,1,0,1,1,14,5.85,1.76644166124377,0,1,1,1,1,1,1,1,0.5625,0.51,7,1,6,0,5,1,2,6
2248,6.72,1.90508815453506,0,1,1,4,1,0,0,1,14,3.02,1.10525683138678,0,1,2,1,1,2,1,0,0.6875,0.09,1,0,11,0,4,0,0,8
2250,3.87,1.35325450704169,0,1,0,1,0,0,0,1,12,2.81,1.03318448334565,0,1,2,0,0,0,0,1,0.5125,0.26,3,2,6,0,3,0,0,0
2251,6.84,1.92278773163446,0,0,0,4,1,0,0,1,12,2.81,1.03318448334565,0,1,2,0,0,0,0,1,0.5,0.54,2,0,2,0,1,2,0,5
2252,2.37,0.86288995514704,0,1,0,1,0,0,0,1,13,3.515,1.25703952526263,0,1,2,1,0,0,0,1,0.725,0.41,0,2,8,0,5,0,0,0
2253,2.4,0.8754687373539,0,1,0,2,1,0,0,1,13,3.84,1.34547236659964,0,1,2,1,1,2,1,1,0.625,0.22,4,0,7,1,5,0,0,10
2254,0.99,-0.0100503358535015,1,0,0,1,0,0,0,1,12,4.11,1.41342302850814,0,1,2,1,1,2,0,1,0.375,0.55,2,1,6,1,5,0,0,0
2256,0.06,-2.81341071676004,1,0,0,3,1,0,0,1,12,1.565,0.447885823992117,0,1,1,1,1,1,1,1,0.3875,0.13,1,1,6,0,4,0,0,8
2260,2.53,0.928219302739429,0,0,1,4,1,0,0,1,12,2.94,1.07840958135059,0,1,1,0,1,1,0,1,0.45,0.09,0,0,10,0,6,0,0,9
2261,1.66,0.506817602368452,0,0,0,0,0,0,0,1,14,1.98,0.683096844706444,0,1,1,0,1,1,0,1,0.375,0.37,2,15,4,1,4,0,0,0
2262,6.96,1.94017947434633,0,0,0,3,1,0,0,1,14,4.665,1.54008783429931,0,1,1,1,1,1,0,1,0.325,0.37,4,0,6,1,3,1,1,6
2263,0.87,-0.139262067333508,1,0,1,2,1,0,0,1,12,1.61,0.476234178996372,0,1,2,0,0,0,0,1,0.360625,0.36,0,0,6,1,4,1,1,8
2264,0.73,-0.3147107448397,1,0,0,3,1,0,0,1,12,0.84,-0.174353387144778,1,1,2,0,1,1,0,1,0.5125,0.32,4,0,7,1,6,0,0,8
2265,2.11,0.746687947487975,0,0,1,2,1,0,0,1,12,1.46,0.378436435720245,0,1,2,0,0,0,0,0,0.325,0.31,5,0,5,0,3,1,2,6
2266,1.67,0.512823626428664,0,0,0,4,1,0,0,1,12,0.57,-0.562118918153541,1,1,2,0,0,0,0,1,0.5,0.05,0,0,6,0,4,0,1,7
2270,7.38,1.99877363861238,0,1,1,1,0,0,0,1,16,8.78,2.17247640764703,0,1,2,1,1,2,0,1,0.5625,0.59,2,0,6,0,4,0,0,0
2273,4.45,1.49290409617815,0,0,0,1,0,0,0,1,12,1.66,0.506817602368452,0,1,1,1,0,0,0,1,0.3875,0.37,3,25,7,0,3,0,0,0
2274,0.69,-0.371063681390832,1,0,0,4,1,0,1,1,6,0.485,-0.723606388044654,1,1,1,0,0,0,0,1,0.4375,0.1341,40,5,6,0,5,1,1,5
2275,12.54,2.52892353520477,0,0,0,0,0,0,0,1,12,2.84,1.04380405217311,0,1,1,0,1,0,0,0,0.3375,0.22,5,3,4,1,2,0,0,0
2277,0.32,-1.13943428318836,1,0,1,0,0,0,1,1,12,2.33,0.845868267577609,0,1,2,0,1,2,0,1,0.275,0.2855,14,0,5,0,3,0,0,0
2278,1.34,0.29266961396282,0,0,0,2,1,0,1,1,12,1.11,0.104360015324243,0,1,1,1,1,2,1,0,0.2625,0.41,2,0,5,1,4,1,0,8
2283,1.75,0.559615787935423,0,0,1,2,1,1,0,1,10,0.345,-1.06421086195078,1,1,2,1,1,1,0,0,0.5625,0.68,86,10,4,0,4,1,0,5
2284,1.67,0.512823626428664,0,0,1,0,0,1,0,1,12,6.48,1.86872051036418,0,1,2,0,0,0,0,0,0.7875,0.58,3,0,11,0,6,0,0,0
2286,3.15,1.14740245283754,0,0,1,1,0,0,0,0,13,1.47666666666667,0.389787295388935,0,0,0,0,0,0,0,1,0.5,0.41,5,0,4,1,3,0,0,0
2288,3.95,1.37371557891303,0,0,0,2,1,0,0,1,16,3.92,1.36609165380237,0,1,2,1,1,1,0,0,0.8,0.64,6,0,0,1,4,0,1,5
2292,4.52,1.50851199384414,0,0,0,0,0,0,0,1,12,2,0.693147180559945,0,1,2,0,0,0,0,1,0.2625,0.36,10,0,4,0,4,0,0,0
2293,0.91,-0.0943106794712413,1,0,1,0,0,0,0,1,14,2.87,1.05431202977153,0,1,2,1,0,0,0,1,0.5125,0.41,10,20,5,0,5,0,0,0
2294,3.18,1.15688119679209,0,0,0,1,0,0,0,1,11,0.91,-0.0943106794712413,1,1,2,1,1,0,1,0,0.5,0.32,22,0,3,0,4,0,0,0
2295,1.58,0.457424847038875,0,0,0,1,0,0,0,1,14,1.685,0.521765563804325,0,1,1,0,0,0,0,1,0.325,0.56,20,1,6,0,2,0,0,0
2297,0,-4.60517018598809,1,0,0,1,0,0,0,1,12,2.76,1.01523067972906,0,1,2,1,1,2,1,1,0.375,0.55,1,3,4,1,3,0,0,0
2298,5.05,1.61938824328727,0,0,1,4,1,0,0,1,16,1.1,0.0953101798043249,0,1,2,0,0,0,0,0,0.5125,0.13,3,0,8,0,6,0,0,7
2299,3.06,1.11841491596429,0,0,1,4,1,0,0,1,16,1.345,0.296394013053802,0,1,2,1,0,0,0,0,0.6875,0.05,1,0,12,0,6,0,0,6
2302,2.39,0.871293365943419,0,0,0,2,1,1,0,1,14,4.04,1.39624469197306,0,1,1,1,1,2,1,1,0.775,0.36,0,8,5,0,6,0,1,8
2304,0.82,-0.198450938723838,1,1,1,0,0,0,0,1,10,1.51,0.412109650826833,0,1,2,0,1,1,1,1,0.5,0.46,1,0,7,1,6,0,0,0
2305,2.5,0.916290731874155,0,0,0,2,1,0,0,1,10,0.97,-0.0304592074847086,1,1,1,0,1,1,0,1,0.5,0.36,4,0,8,0,4,0,1,8
2307,5.9,1.77495235091167,0,1,1,4,1,0,0,1,8,0.97,-0.0304592074847086,1,1,2,0,1,2,0,1,0.275,0.05,0,0,9,0,4,1,0,8
2308,2.88,1.05779029414785,0,0,0,3,1,0,0,1,12,1.01,0.00995033085316809,0,1,0,0,1,1,0,0,0.5,0.21,7,0,6,0,4,0,2,3
2309,3.89,1.35840915763035,0,1,0,4,1,0,0,1,14,0.47,-0.755022584278033,1,1,2,1,1,1,0,1,0.725,0.05,5,0,6,0,4,1,0,10
2310,0.95,-0.0512932943875506,1,0,0,0,0,0,0,1,10,1.91,0.647103242058538,0,1,2,1,1,1,1,0,0.55,0.51,0,1,4,1,5,0,0,0
2311,0.05,-2.99573227355399,1,0,1,3,1,0,0,1,10,1.01,0.00995033085316809,0,1,2,1,1,2,1,1,0.8,0.36,0,5,6,0,5,0,0,7
2312,2.34,0.85015092936961,0,0,0,1,0,0,0,1,11,1.13,0.122217632724249,0,1,1,0,1,1,0,0,0.2125,0.68,50,4,1,1,4,0,0,0
2313,4.4,1.48160454092422,0,0,0,2,1,0,0,1,11,1.19,0.173953307123438,0,1,2,1,0,0,0,0,0.6125,0.22,6,2,8,1,1,1,0,7
2314,1.7,0.53062825106217,0,0,0,4,1,0,0,1,11,1.5325,0.426900388828229,0,1,2,0,1,1,0,1,0.6125,0.13,4,0,4,1,3,1,1,9
2315,1.42,0.350656871613169,0,0,0,2,1,0,0,1,12,0.36,-1.02165124753198,1,1,2,0,1,2,0,1,0.5,0.31,13,5,5,0,5,0,1,9
2316,3.08,1.12492959698548,0,0,0,2,1,1,0,1,9,1.12,0.113328685307003,0,1,2,1,1,2,1,1,0.5625,0.35,6,0,4,1,3,1,0,9
2317,0.62,-0.478035800943,1,0,1,4,1,1,0,1,9,1.1775,0.163393546908436,0,1,1,0,1,1,0,1,0.2625,0.22,5,5,3,1,4,1,1,5
2318,4.26,1.44926916028128,0,0,1,0,0,0,0,1,11,2.185,0.781615828547554,0,1,2,1,1,2,1,1,0.275,0.42,0,0,5,1,5,0,0,0
2319,2.23,0.802001585472027,0,0,0,2,1,0,0,1,11,1.89,0.636576829071551,0,1,1,1,0,0,0,1,0.375,0.46,0,0,1,1,5,1,1,6
2320,0.82,-0.198450938723838,1,0,1,0,0,0,0,1,15,1.485,0.395414772254663,0,1,1,0,0,0,0,1,0.2125,0.54,8,0,6,0,4,0,0,0
2321,2.42,0.883767540168595,0,0,1,2,1,0,0,1,13,2.62,0.963174317773006,0,1,2,0,1,1,1,1,0.45,0.65,4,0,6,0,6,1,0,7
2322,0.71,-0.342490308946776,1,0,1,4,1,0,0,1,13,1.76666666666667,0.569094531889966,0,1,2,1,1,2,1,1,0.725,0.32,1,0,5,1,4,1,1,8
2323,1.11,0.104360015324243,0,0,1,0,0,0,0,1,15,1.67,0.512823626428664,0,1,1,1,0,0,0,1,0.2125,0.81,13,1,4,1,2,0,0,0
2324,1.11,0.104360015324243,0,0,1,2,1,0,0,1,15,0.5625,-0.575364144903562,1,1,2,0,1,0,0,1,0.5625,0.55,6,0,7,0,5,0,2,7
2325,5.67,1.73518911773966,0,0,0,3,1,0,0,0,12,2.92666666666667,1.07386411897892,0,1,1,1,1,1,0,1,0.4,0.45,3,0,6,0,3,2,1,6
2326,9.98,2.30058309032337,0,0,0,1,0,0,0,0,15,2.31,0.837247524533702,0,1,2,1,1,2,1,0,0.45,0.27,10,12,4,0,6,0,0,0
2327,4.77,1.56234630490025,0,0,0,2,1,0,0,0,12,1.665,0.509825123432407,0,1,2,0,0,0,0,1,0.6625,0.41,5,0,6,1,4,2,1,8
2328,0.79,-0.23572233352107,1,1,0,2,1,0,0,0,20,5.725,1.7448425494403,0,1,2,1,1,2,1,1,0.85,0.09,1,0,9,0,6,0,1,9
2329,5.22,1.65249740189455,0,1,0,1,0,0,0,1,20,6.77,1.91250108692418,0,1,2,1,1,1,0,1,0.5,0.17,0,0,4,0,4,0,0,0
2330,0.09,-2.40794560865187,1,1,0,4,1,0,0,1,20,6.77,1.91250108692418,0,1,2,1,1,2,0,1,0.725,0.05,1,0,8,0,5,1,1,6
2331,0.39,-0.941608539858445,1,1,0,2,1,0,0,1,16,4.97,1.60341984010854,0,1,2,1,1,2,1,1,0.5125,0.73,1,0,7,0,4,0,0,10
2332,1.8,0.587786664902119,0,1,1,4,1,0,0,1,16,5.125,1.63413052502447,0,1,2,0,1,2,0,1,0.85,0.05,1,0,10,0,6,0,0,9
2333,20.25,3.00815479355255,0,1,0,1,0,0,0,0,14,5.12,1.63315443905142,0,1,2,1,1,2,1,1,0.625,0.4,3,0,7,0,4,0,0,0
2334,5.38,1.68268837417369,0,1,1,1,0,0,0,1,12,3.27,1.18478998490916,0,1,2,0,1,2,1,1,0.675,0.73,14,1,2,1,4,0,0,0
2335,6.41,1.85785927093258,0,1,1,4,1,0,0,1,12,2.81,1.03318448334565,0,1,2,0,1,2,0,1,0.7375,0.17,1,0,8,0,5,1,1,7
2336,7.04,1.95160817016995,0,0,1,3,1,0,0,1,12,3.21,1.16627093714192,0,1,1,1,1,1,1,1,0.675,0.22,10,0,7,0,6,0,1,6
2337,1.72,0.542324290825362,0,0,1,2,1,0,0,1,16,2.635,0.968883181993326,0,1,1,1,1,1,1,1,0.3875,0.21,3,0,4,0,4,1,0,8
2338,1.73,0.548121408509688,0,1,0,4,1,0,0,1,16,4.905,1.59025509301733,0,1,2,1,1,2,1,1,0.5,0.22,1,0,4,0,4,1,1,8
2339,2.36,0.858661619037519,0,0,1,0,0,0,0,1,12,2.09,0.73716406597672,0,1,2,1,1,2,0,1,0.6125,0.09,0,0,7,0,6,0,0,0
2342,3.32,1.1999647829284,0,0,0,1,0,0,0,1,12,1.55,0.438254930931155,0,1,2,0,1,1,0,1,0.5625,0.09,0,0,6,1,4,0,0,0
2343,9,2.19722457733622,0,0,1,3,1,0,0,1,12,0.11,-2.20727491318972,1,1,2,1,1,2,0,1,0.55,0.36,0,0,4,1,4,0,0,9
2345,9.73,2.27521389619791,0,1,1,1,0,0,0,0,14,6.515,1.87410721057681,0,1,2,0,1,2,1,1,0.8375,0.28,1,0,7,0,5,0,0,0
2346,3.86,1.35066718347674,0,1,0,1,0,0,0,1,16,7.89,2.06559613485778,0,1,2,1,1,2,1,1,0.45,0.32,0,0,7,0,6,0,0,0
2347,4.32,1.46325540225602,0,1,1,4,1,0,0,1,16,5.86,1.76814960358892,0,1,2,0,1,2,1,1,0.6125,0.09,9,0,9,0,6,0,0,9
2348,7.63,2.03208784529637,0,1,1,3,1,0,0,0,16,3.48,1.24703229378638,0,1,2,0,1,1,1,1,0.55,0.17,4,0,1,0,4,1,1,9
2350,4.3,1.45861502269952,0,1,0,2,1,0,0,1,12,3.15,1.14740245283754,0,1,1,0,1,1,1,1,0.484375,0.36,4.88937492805341,0,4,1,4,0,0,8
2351,1.2,0.182321556793955,0,0,1,4,1,0,0,1,12,2.21,0.792992515529661,0,1,2,0,1,2,0,1,0.463125,0.2466,3,0,6,0,5,0,0,7
2352,7.26,1.9823798288367,0,0,0,0,0,0,0,0,16,3.825,1.3415584672785,0,1,2,1,0,0,0,1,0.625,0.09,10,5,5,1,6,0,0,0
2355,0.11,-2.20727491318972,1,0,0,1,0,0,1,1,16,2.9,1.06471073699243,0,1,1,1,1,2,1,0,0.5625,0.69,3,15,3,1,5,0,0,0
2356,1.08,0.0769610411361284,0,0,1,4,1,0,1,1,12,1.385,0.325700139639302,0,1,2,0,1,1,1,1,0.325,0.09,3,0,7,1,5,1,1,5
2359,2.11,0.746687947487975,0,0,1,0,0,1,0,0,12,1.485,0.395414772254663,0,1,2,0,0,0,0,1,0.2125,0.5836,20,0,8,0,4,0,0,0
2360,1.43,0.357674444271816,0,0,0,3,1,1,0,1,10,0.17,-1.77195684193188,1,1,2,1,0,0,0,1,0.4375,0.59,5,0,1,1,3,1,1,5
2362,2.03,0.708035793053696,0,0,0,3,1,1,0,1,13,1.615,0.47933495667462,0,1,2,1,0,0,0,1,0.45,0.09,3,0,9,0,5,0,0,7
2368,12.93,2.55955019278377,0,0,1,2,1,0,0,1,12,18.59,2.92262380173335,0,1,0,1,1,0,1,0,0.3875,0.77,3,14,2,1,4,1,2,9
2370,2.1,0.741937344729377,0,0,0,1,0,0,0,0,13,5.47,1.69927861643389,0,0,0,0,1,1,0,0,0.55,0.61,30,1,6,1,5,0,0,0
2372,1.08,0.0769610411361284,0,0,0,1,0,0,0,0,14,3.2,1.16315080980568,0,1,2,1,0,0,0,0,0.45,0.5,1,0,8,0,4,0,0,0
2376,4.38,1.47704872438835,0,1,0,0,0,0,0,0,15,5.8,1.75785791755237,0,1,2,0,1,2,0,1,0.5625,0.41,3,0,5,0,4,0,0,0
2377,7.72,2.04381436403668,0,0,0,3,1,0,0,1,16,2.645,0.972671065310263,0,1,2,1,1,2,1,1,0.6025,0.05,4.88937492805341,0,7,1,4,1,1,11
2378,6.27,1.83577635464483,0,1,1,0,0,0,0,1,13,2.86,1.05082162483176,0,1,2,0,1,2,1,1,0.45,0.69,6,0,3,0,4,0,0,0
2379,5.18,1.64480505627139,0,0,0,3,1,0,0,1,13,2.91,1.0681530811834,0,1,2,0,1,2,0,1,0.6125,0.13,11,0,10,0,4,0,0,8
2380,7.35,1.99470031322475,0,0,1,4,1,0,0,1,18,2.0825,0.733569095058861,0,1,2,1,1,2,0,0,0.675,0.36,0,0,8,1,5,1,1,9
2381,3.06,1.11841491596429,0,0,0,4,1,0,0,1,12,4.66,1.53901544813755,0,1,2,0,1,2,1,1,0.7375,0.05,0,0,8,0,4,1,0,6
2382,3.93,1.36863942588117,0,0,0,1,0,0,1,1,14,3.5,1.25276296849537,0,1,2,1,1,2,1,1,0.5625,0.37,15,0,5,0,4,0,0,0
2383,5.49,1.70292825552144,0,0,0,1,0,1,0,1,14,2,0.693147180559945,0,1,1,0,1,1,0,0,0.4375,0.17,2,4,1,1,4,0,0,0
2384,4.36,1.47247205736094,0,1,0,1,0,0,0,1,14,2.975,1.09024403899759,0,1,2,0,1,2,0,1,0.675,0.46,0,0,7,0,4,0,0,0
2386,7.15,1.96711235670592,0,1,1,0,0,0,0,1,12,3.01,1.10194007876078,0,1,1,0,1,1,1,1,0.4875,0.41,0,0,4,0,4,0,0,0
2387,4.51,1.50629715351459,0,0,0,1,0,0,0,1,12,2.8,1.02961941718116,0,1,1,1,1,1,1,0,0.2625,0.68,3,6,7,1,4,0,0,0
2388,6.89,1.93007108502557,0,0,0,2,1,0,0,1,12,3.48,1.24703229378638,0,1,2,0,1,1,1,0,0.5,0.69,6,3,6,1,4,2,1,7
2389,5,1.6094379124341,0,0,0,1,0,1,0,1,11,0.69,-0.371063681390832,1,1,2,1,1,2,0,0,0.8,0.4,4,0,6,1,2,0,0,0
2390,1.06,0.0582689081239758,0,0,1,2,1,1,0,1,11,0.505,-0.683196849706777,1,1,1,0,1,1,0,1,0.675,0.31,2,0,6,0,4,1,1,5
2391,1.85,0.615185639090233,0,0,1,3,1,1,0,1,11,0.54,-0.616186139423817,1,1,1,1,1,1,1,1,0.423125,0.18,0,0,4,1,4,0,1,5
2392,4.98,1.60542989103656,0,1,1,1,0,0,0,1,17,12.185,2.50020568707717,0,1,2,0,1,2,0,1,0.6125,0.45,0,0,7,0,5,0,0,0
2393,0.16,-1.83258146374831,1,1,0,3,1,0,0,1,17,4.28,1.45395300959371,0,1,2,1,1,2,1,1,0.6125,0.18,3,1,5,0,4,1,1,7
2395,0.78,-0.2484613592985,1,1,0,4,1,0,0,1,20,5.47666666666667,1.70049664338107,0,1,2,0,1,2,0,1,0.6125,0.1855,0,0,9,1,5,0,1,6
2396,26.27,3.26842760369745,0,1,1,0,0,0,0,0,16,7.13,1.9643112344262,0,1,2,1,1,2,1,1,0.5,0.27,0,0,5,0,5,0,0,0
2397,1.67,0.512823626428664,0,1,0,1,0,0,0,1,19,1.925,0.654925967739748,0,1,2,1,1,2,1,1,0.775,0.05,0,0,12,0,6,0,0,0
2398,2.45,0.896088024556636,0,1,0,2,1,0,0,1,19,1.32,0.27763173659828,0,1,2,1,1,2,1,1,0.95,0.05,0,0,12,0,6,1,1,12
2399,1.6,0.470003629245736,0,0,1,2,1,0,0,1,16,3.9,1.3609765531356,0,1,2,0,1,2,1,1,0.2125,0.56,2,0,5,1,2,1,2,1
2400,4.21,1.43746264769429,0,0,1,2,1,0,0,1,16,3.9,1.3609765531356,0,1,2,1,1,0,1,0,0.4875,0.59,2,9,3,0,3,1,2,6
2401,0.27,-1.30933331998376,1,1,1,2,1,0,0,1,16,3.9,1.3609765531356,0,1,2,0,1,1,1,0,0.6125,0.73,7,0,2,0,3,1,1,4
2403,3.27,1.18478998490916,0,0,1,0,0,0,0,1,12,3.14,1.14422279992016,0,1,2,1,1,2,1,1,0.5,0.56,0,2,6,0,6,0,0,0
2404,5.27,1.66203036255327,0,0,0,4,1,0,0,1,12,4.065,1.40241374299977,0,1,2,1,1,1,1,0,0.55,0.05,1,0,6,1,4,0,0,7
2409,0.99,-0.0100503358535015,1,0,0,1,0,0,0,1,12,1.9,0.641853886172395,0,1,2,0,1,2,1,1,0.325,0.55,1,0,2,0,4,0,0,0
2411,1.38,0.322083499169113,0,0,0,2,1,0,0,1,14,2.01,0.698134722070984,0,1,2,0,1,1,1,1,0.5,0.09,4,0,6,0,3,1,1,8
2416,9.4,2.24070968927596,0,1,1,0,0,0,0,1,14,1.985,0.685618914139154,0,1,1,1,1,1,1,1,0.45,0.69,0,5,8,0,5,0,0,0
2417,7.41,2.002830439308,0,0,0,3,1,0,0,0,12,5.97333333333333,1.78730511887867,0,1,2,0,1,1,1,1,0.3875,0.59,4,5,5,1,2,0,1,5
2419,2.16,0.770108221696074,0,0,0,4,1,0,1,1,12,1.17,0.157003748809665,0,1,2,1,1,2,1,1,0.5625,0.05,0,2,9,1,6,0,0,8
2420,1.41,0.343589704390077,0,1,1,4,1,0,0,1,12,4.035,1.39500630172191,0,1,2,0,1,2,0,1,0.5625,0.05,2,0,6,0,5,1,0,8
2423,6.92,1.93441576962958,0,0,0,0,0,0,0,1,16,5.03,1.61541998411165,0,1,2,1,1,2,0,1,0.3375,0.54,0,0,6,0,4,0,0,0
2430,0.82,-0.198450938723838,1,0,1,1,0,0,0,1,12,3.65,1.2947271675944,0,1,2,0,1,2,0,1,0.7375,0.32,5,2,6,0,4,0,0,0
2431,2.66,0.978326122793608,0,0,0,4,1,0,0,1,12,2.24,0.806475865866949,0,1,2,0,1,2,1,1,0.5,0.09,2,0,3,1,5,1,1,10
2432,6.65,1.89461685466776,0,0,1,0,0,0,0,1,12,5.76,1.7509374747078,0,1,1,1,1,1,0,1,0.6125,0.46,0,0,6,0,4,0,0,0
2433,3.84,1.34547236659964,0,0,1,3,1,0,0,1,12,5.76,1.7509374747078,0,1,2,1,1,2,0,0,0.725,0.23,0,0,10,0,5,0,0,5
2434,2.96,1.08518926833597,0,1,0,0,0,0,0,1,13,3.625,1.28785428830664,0,1,2,1,1,2,1,0,0.4375,0.27,8,0,7,0,4,0,0,0
2435,3.31,1.19694818938897,0,0,1,3,1,0,0,1,13,5.66,1.73342389221509,0,1,0,0,1,1,0,1,0.5,0.36,9,1,3,0,5,1,1,7
2438,0.95,-0.0512932943875506,1,0,1,3,1,0,0,0,12,1.745,0.556754555654391,0,1,1,0,0,0,0,0,0.325,0.41,2,3,7,1,3,1,0,7
2439,3.63,1.28923264827676,0,1,0,2,1,0,0,0,14,5.94,1.78170913337455,0,1,2,1,1,2,1,1,0.5,0.14,10,0,6,0,5,0,0,9
2440,4.48,1.49962304642689,0,0,1,0,0,1,0,1,16,2.635,0.968883181993326,0,1,2,0,1,2,1,1,0.4375,0.6,4,0,6,1,4,0,0,0
2441,0.2,-1.6094379124341,1,1,0,1,0,1,0,1,16,3.53,1.26129787094521,0,1,2,1,1,1,1,1,0.5625,0.17,0,3,6,0,3,0,0,0
2442,0.72,-0.328504066972036,1,0,0,2,1,0,1,1,13,1.77,0.570979546585738,0,1,2,0,1,2,0,1,0.6125,0.23,3,2,8,1,6,0,0,9
2443,1.69,0.524728528934982,0,0,1,4,1,0,1,1,13,2.405,0.877549903557724,0,1,1,1,1,1,1,1,0.55,0.05,0,0,3,0,5,1,1,7
2444,2.16,0.770108221696074,0,0,1,4,1,1,0,0,14,3.4,1.22377543162212,0,1,1,0,1,2,1,0,0.2,0.09,3,0,2,0,4,1,2,6
2445,0.64,-0.446287102628419,1,0,1,2,1,0,0,1,11,0.35,-1.04982212449868,1,1,0,0,0,0,0,0,0.4375,0.64,21,30,6,1,1,1,1,3
2446,1.22,0.198850858745165,0,0,1,4,1,0,0,1,11,0.643333333333333,-0.441092285751316,1,1,2,1,1,2,1,0,0.675,0.05,5,1,3,0,4,0,1,2
2447,4.67,1.54115907168081,0,0,0,0,0,0,0,0,12,2.075,0.729961153682662,0,1,2,1,1,2,1,1,0.5,0.64,90,3,2,1,4,0,0,0
2448,4.61,1.52822785700856,0,1,1,1,0,0,0,0,18,6.21,1.82616089594539,0,1,2,0,1,2,0,1,0.7875,0.22,1,0,7,0,4,0,0,0
2452,3.51,1.25561603747777,0,0,1,2,1,0,0,1,10,0.965,-0.0356271776431512,1,1,2,1,0,0,0,1,0.625,0.18,2,15,6,1,4,0,1,6
2453,2.18,0.779324876800998,0,0,0,3,1,0,0,1,10,1.495,0.40212620684265,0,1,2,0,0,0,0,1,0.625,0.05,8,3,6,0,4,0,0,7
2454,3.09,1.12817109090965,0,0,1,2,1,0,1,1,12,1.645,0.497740384217335,0,1,1,1,0,0,0,0,0.3875,0.22,15,0,4,0,4,1,1,8
2455,1.47,0.385262400790645,0,0,0,3,1,0,1,1,12,2.62,0.963174317773006,0,1,2,1,1,1,1,0,0.325,0.09,9,0,6,1,3,0,0,6
2456,3.18,1.15688119679209,0,0,1,2,1,0,0,1,12,0.605,-0.502526820951296,1,1,1,0,0,0,0,1,0.375,0.55,10,0,7,0,5,1,1,6
2457,2.78,1.02245092770255,0,0,1,3,1,0,0,1,12,1.3,0.262364264467491,0,1,1,0,0,0,0,1,0.5125,0.09,8,0,11,0,2,0,2,7
2461,6.48,1.86872051036418,0,1,0,2,1,0,0,1,16,3.835,1.34416943481922,0,1,2,1,1,2,1,1,0.5625,0.09,2,0,10,1,6,0,0,12
2462,1.24,0.215111379616945,0,0,1,1,0,0,0,1,17,4.3,1.45861502269952,0,1,0,0,1,2,0,1,0.675,0.73,3,9,6,1,5,0,0,0
2463,0.74,-0.301105092783922,1,1,0,4,1,0,0,1,17,4.97,1.60341984010854,0,1,2,1,1,2,1,0,0.6125,0.13,2,0,6,1,5,1,1,10
2464,4.16,1.42551507427317,0,1,1,0,0,0,0,1,14,4.975,1.60442537061056,0,1,2,1,1,2,0,1,0.375,0.46,1,3,6,0,2,0,0,0
2465,1.43,0.357674444271816,0,1,1,2,1,0,0,1,14,4.37,1.4747630091075,0,1,2,1,1,2,1,1,0.675,0.21,5,0,10,0,6,2,0,12
2466,3.16,1.15057202759882,0,1,0,4,1,0,0,1,16,1.75,0.559615787935423,0,1,2,0,1,2,1,1,0.675,0.23,2,0,6,0,4,0,0,12
2469,1.85,0.615185639090233,0,0,0,1,0,0,0,1,13,2.81,1.03318448334565,0,1,2,1,1,2,1,0,0.725,0.05,3,0,5,0,4,0,0,0
2472,2.61,0.959350221334602,0,1,1,3,1,0,0,1,18,6.165,1.81888813661631,0,1,2,1,1,2,1,1,0.675,0.18,2,1,5,0,5,1,0,7
2473,1.38,0.322083499169113,0,0,1,2,1,0,0,1,12,2.78,1.02245092770255,0,1,2,0,1,2,0,1,0.4875,0.46,2,0,7,1,5,1,1,6
2474,2.15,0.765467842139571,0,0,1,4,1,0,0,1,12,2.54333333333333,0.933475556628256,0,1,2,1,1,2,1,1,0.3875,0.09,4.88937492805341,1,5,1,5,1,1,9
