"ID","povertyRatio24","logPovertyRatio24","inPoverty24","college24","sex","birthYear","isLessAge14R1","isBlack","isHispanic","hasSibling","maxParentEducation","avgPovertyRatio18","logAvgPovertyRatio18","inPoverty18","livesWithMom","momSupport","momStrict","livesWithDad","dadSupport","dadStrict","safeEnv","pctPeersPositive","pctPeersNegative","schoolAbsent","schoolLate","schoolEnvironment","schoolViolence","teacherQuality","liesCheats","negativeEmotions","positiveOutlook"
5283,4.33,1.4655675420144,0,0,0,2,1,0,0,0,12,2.23,0.802001585472027,0,1,2,1,1,2,1,1,0.3875,0.23,3,0,7,0,4,0,0,8
5285,3.72,1.31372366828506,0,0,1,1,0,0,0,1,12,0.465,-0.765717873394781,1,1,2,0,1,2,0,0,0.5,0.49,4.88937492805341,2.39700714204739,1,0,2,0,0,0
5286,0.47,-0.755022584278033,1,0,0,2,1,0,0,1,12,0.8575,-0.153734099942042,1,1,2,1,0,0,0,0,0.348125,0.23,10,5,3,1,4,1,0,6
5287,1.82,0.598836501088704,0,0,0,2,1,0,0,1,11,0.44,-0.82098055206983,1,1,2,1,1,2,1,0,0.5125,0.32,2,5,4,1,1,0,0,8
5288,0.6,-0.510825623765991,1,0,0,4,1,0,0,1,11,1.0825,0.0792731808945079,0,1,2,1,1,2,0,0,0.5,0.55,4,0,5,0,4,1,1,7
5292,1.46,0.378436435720245,0,0,0,3,1,0,0,1,13,1.955,0.670390193437329,0,1,2,0,1,2,1,0,0.5125,0.18,1,0,4,1,5,1,0,7
5293,1.72,0.542324290825362,0,0,1,3,1,0,0,0,12,0.9675,-0.0330398540782002,1,1,2,1,1,2,1,0,0.2625,0.37,5,3,2,1,3,0,1,8
5294,0.32,-1.13943428318836,1,0,1,3,1,0,0,1,14,3.875,1.35454566280531,0,1,2,0,1,1,1,1,0.45,0.18,3,10,9,1,4,1,1,6
5296,0,-4.60517018598809,1,0,1,0,0,0,0,1,11,0.44,-0.82098055206983,1,1,2,1,1,2,1,1,0.15,0.36,0,0,7,0,3,0,0,0
5297,0.23,-1.46967597005894,1,0,1,2,1,0,0,1,11,0.44,-0.82098055206983,1,1,1,1,1,1,1,0,0.6125,0.4,6,0,0,1,4,1,1,6
5298,6.73,1.90657514365664,0,0,1,1,0,0,0,1,12,2.32,0.841567185678219,0,1,2,1,1,1,0,1,0.2625,0.09,0,0,8,0,4,0,0,0
5299,0.12,-2.12026353620009,1,0,1,4,1,0,0,1,12,2.6,0.955511445027436,0,1,1,1,1,2,0,1,0.675,0.05,0,0,6,0,5,2,1,7
5300,3.34,1.20597080698861,0,1,1,0,0,0,0,1,16,3.48,1.24703229378638,0,1,2,0,1,2,0,1,0.4375,0.73,1,0,4,0,4,0,0,0
5301,10.8,2.37954613413017,0,0,0,4,1,0,0,1,16,2.325,0.84372003903932,0,1,1,1,1,1,1,0,0.675,0.22,1,0,10,1,4,0,1,5
5302,4.1,1.41098697371026,0,0,1,2,1,0,0,0,12,3.83,1.34286480319255,0,1,0,0,1,2,0,1,0.5,0.09,3,0,6,1,5,1,1,7
5303,2.71,0.99694863489161,0,0,1,1,0,0,1,1,12,2.02,0.703097511413113,0,1,2,0,1,1,0,1,0.5,0.51,3,2,4,0,5,0,0,0
5304,0.84,-0.174353387144778,1,0,1,1,0,0,0,1,12,2,0.693147180559945,0,1,2,0,1,1,0,1,0.375,0.36,8,2,1,0,4,0,0,0
5305,4.45,1.49290409617815,0,0,0,3,1,0,0,1,13,1.085,0.0815799869924228,0,1,2,0,0,0,0,0,0.4375,0.14,4,2,6,1,4,0,0,5.5
5306,5.74,1.74745921033147,0,0,0,0,0,0,0,0,15,2.08,0.732367893713227,0,1,2,0,1,1,1,0,0.7375,0.22,3,0,7,0,6,0,0,0
5307,2.09,0.73716406597672,0,0,1,1,0,0,0,1,13,1.6,0.470003629245736,0,1,2,1,1,2,0,1,0.5,0.51,3,0,1,1,5,0,0,0
5309,2.04,0.712949807856125,0,0,0,4,1,0,0,1,12,0.51,-0.673344553263766,1,1,2,1,1,1,1,1,0.6625,0.35,3,0,2,0,4,0,1,5
5310,1.46,0.378436435720245,0,1,1,0,0,0,1,1,14,2.69,0.989541193613748,0,1,2,1,0,0,0,1,0.5,0.31,0,0,5,0,4,0,0,0
5311,6.79,1.9154509415706,0,1,1,0,0,0,0,1,20,4.885,1.58616928549475,0,1,2,1,1,2,1,1,0.5,0.41,0,2,5,0,4,0,0,0
5312,0,-4.60517018598809,1,0,0,4,1,0,0,1,20,5.475,1.70019227570256,0,1,2,1,1,1,1,1,0.55,0.05,0,1,8,0,4,1,0,8
5313,3.54,1.26412672714568,0,0,0,0,0,0,0,0,12,3.88,1.35583515363518,0,1,2,0,1,2,0,1,0.7375,0.27,0,0,7,0,5,0,0,0
5314,2.23,0.802001585472027,0,0,0,0,0,0,0,0,12,2.86,1.05082162483176,0,1,1,0,1,2,0,0,0.2,0.55,3,10,6,0,4,0,0,0
5315,12.44,2.52091708731103,0,0,1,4,1,0,0,1,11,1.36,0.307484699747961,0,1,1,1,1,2,1,1,0.375,0.23,3,0,-1,1,2,1,1,9
5316,8.46,2.13534917361813,0,0,0,1,0,0,0,1,12,3.33,1.20297230399235,0,1,2,0,1,2,0,1,0.5625,0.09,2,0,9,0,5,0,0,0
5318,1.43,0.357674444271816,0,0,1,3,1,0,1,0,8,1.08666666666667,0.0831149067105066,0,1,2,0,1,1,1,1,0.5125,0.36,12,1,6,0,4,0,0,8
5319,4.96,1.60140574073684,0,0,1,1,0,0,0,0,12,2.465,0.902191807494653,0,1,2,1,1,2,1,1,0.325,0.18,1,2,7,0,4,0,0,0
5320,2.98,1.09192330051731,0,1,1,2,1,0,0,1,12,4.71,1.54968790802833,0,1,2,1,1,2,0,1,0.25,0.05,2,0,7,0,4,0,1,5
5322,3.85,1.34807314829969,0,0,0,3,1,0,0,1,14,0.64,-0.446287102628419,1,1,2,1,1,2,0,0,0.675,0.45,3,2,6,0,5,1,1,6
5323,1.58,0.457424847038875,0,0,0,1,0,0,0,0,0,0.86,-0.150822889734584,1,0,0,0,0,0,0,1,0.55,0.41,4,0,5,1,6,0,0,0
5324,0.39,-0.941608539858445,1,0,1,2,1,0,0,1,10,0.435,-0.832409247893453,1,1,1,1,0,0,0,0,0.2125,0.91,50,50,0,1,0,1,1,8
5325,0,-4.60517018598809,1,0,0,3,1,0,0,1,10,0.305,-1.18744350237473,1,1,2,0,0,0,0,0,0.7875,0.46,10,3,4,1,4,0,0,5
5327,4.11,1.41342302850814,0,0,0,3,1,0,0,1,10,2.78333333333333,1.02364925019465,0,1,2,1,1,2,0,1,0.225,0.09,4,5,4,0,4,1,0,6
5328,5.19,1.6467336971778,0,0,1,3,1,0,0,1,16,0.82,-0.198450938723838,1,1,2,1,1,2,1,1,0.5,0.05,4,0,6,1,6,1,0,8
5329,1.63,0.488580014818671,0,1,0,2,1,0,0,1,13,0.77,-0.261364764134408,1,1,2,0,0,0,0,1,0.3875,0.14,2,0,6,0,6,0,1,7
5332,0.35,-1.04982212449868,1,0,0,1,0,0,0,1,16,0.92,-0.083381608939051,1,1,2,1,1,1,1,0,0.3875,0.46,10,2,6,1,3,0,0,0
5333,1.3,0.262364264467491,0,0,1,3,1,0,0,1,16,1.93,0.657520002916794,0,1,1,1,1,2,0,1,0.5125,0.09,3,0,3,1,3,1,1,9
5334,1.44,0.364643113587909,0,0,1,4,1,0,0,1,16,1.84,0.609765571620894,0,1,2,1,1,2,0,1,0.6125,0.05,2,0,6,0,5,0,0,5
5336,8.12,2.09433015417359,0,0,0,1,0,0,0,1,12,1.7,0.53062825106217,0,1,2,1,1,2,1,1,0.625,0.17,0,4,5,1,4,0,0,0
5337,0.98,-0.0202027073175195,1,0,0,3,1,0,0,1,12,1.7,0.53062825106217,0,1,0,1,1,2,1,1,0.7375,0.22,0,0,1,1,5,1,2,8
5339,3.27,1.18478998490916,0,0,0,4,1,0,0,1,11,1.27,0.2390169004705,0,1,2,0,1,2,0,1,0.675,0.05,3,2,8,0,5,1,1,6
5340,0.36,-1.02165124753198,1,0,1,2,1,0,0,1,14,3.57,1.27256559579155,0,1,2,0,1,2,0,0,0.5625,0.23,2,0,0,0,3,0,0,9
5341,1.73,0.548121408509688,0,0,0,1,0,0,0,1,12,3.99,1.38379123090177,0,1,2,0,1,2,0,1,0.3125,0.05,2,0,6,0,4,0,0,0
5342,5.31,1.66959183525385,0,0,0,2,1,0,0,1,14,0.67,-0.400477566597125,1,1,2,0,1,1,0,1,0.5,0.09,4,2,3,1,4,1,0,7
5343,6.69,1.90061387414014,0,0,1,4,1,0,0,1,14,0.67,-0.400477566597125,1,1,2,1,1,1,1,0,0.725,0.17,3,0,5,0,5,1,1,8
5345,1.7,0.53062825106217,0,1,0,0,0,0,0,1,17,4.315,1.46209732453539,0,1,2,1,1,2,1,1,0.675,0.26,0,1,8,0,4,0,0,0
5346,0.12,-2.12026353620009,1,1,1,3,1,0,0,1,17,5.15,1.63899671467564,0,1,2,1,1,2,1,1,0.4375,0.13,0,0,6,0,4,0,0,8
5347,4.61,1.52822785700856,0,1,0,2,1,0,0,1,12,1.07333333333333,0.0707690708882072,0,1,2,1,1,2,1,1,0.725,0.05,3,0,7,0,6,0,0,7
5348,1,0,1,1,0,4,1,0,0,1,12,3.4625,1.24199087151346,0,1,2,1,1,2,1,0,0.775,0.05,2,0,10,0,5,0,0,5
5352,6.04,1.79840401194672,0,0,0,1,0,0,0,0,12,3.94,1.37118072330984,0,1,2,1,1,2,0,1,0.5625,0.22,1,0,5,0,4,0,0,0
5353,5.91,1.77664583141801,0,0,0,2,1,0,0,1,13,2.205,0.790727508898809,0,1,2,1,1,1,1,1,0.325,0.05,3,0,5,0,3,1,1,5
5354,3.46,1.24126858906963,0,0,0,3,1,0,0,1,13,2.665,0.980204057617808,0,1,2,1,1,2,1,1,0.5,0.05,2,0,10,0,5,0,0,6
5356,4.44,1.49065437644413,0,0,0,3,1,0,0,1,16,4,1.38629436111989,0,1,2,1,1,2,1,1,0.725,0.05,1,0,8,0,6,0,0,8
5357,0.76,-0.27443684570176,1,0,0,2,1,0,0,1,12,5.88,1.77155676191054,0,1,2,0,1,2,0,1,0.648125,0.05,0,0,11,0,5,0,0,8
5358,0.92,-0.083381608939051,1,1,1,2,1,0,0,1,20,2.3,0.832909122935104,0,1,2,0,1,2,0,1,0.7875,0.05,10,0,9,0,6,0,0,10
5359,2.27,0.819779831493311,0,0,1,1,0,0,0,1,12,3.39,1.22082992139236,0,1,1,1,1,0,1,1,0.325,0.55,3,0,1,1,3,0,0,0
5360,0.52,-0.653926467406664,1,1,0,2,1,0,0,1,17,2.24,0.806475865866949,0,1,2,1,1,2,1,1,0.675,0.09,0,0,7,1,4,1,0,8
5361,2.62,0.963174317773006,0,0,1,4,1,0,0,1,17,2.24,0.806475865866949,0,1,2,1,1,1,1,1,0.8375,0.05,0,0,6,0,5,1,1,8
5362,3.66,1.29746314741327,0,0,0,1,0,0,0,1,13,2.43,0.887891257352457,0,1,2,1,1,2,1,1,0.7375,0.05,2,0,8,0,4,0,0,0
5363,3.9,1.3609765531356,0,0,0,0,0,0,0,0,20,3.14,1.14422279992016,0,1,2,1,0,0,0,0,0.371875,0.14,0,0,5,0,4,0,0,0
5364,1.56,0.444685821261446,0,0,0,0,0,0,0,0,16,4.09,1.40854497005471,0,1,2,1,1,2,1,1,0.6025,0.05,20,0,8,0,5,0,0,0
5366,2.32,0.841567185678219,0,0,0,4,1,0,0,1,12,2.05,0.717839793150317,0,1,2,1,1,2,1,1,0.535625,0.05,1,1,8,0,6,0,0,10
5368,2.09,0.73716406597672,0,0,0,0,0,0,0,1,0,2.03,0.708035793053696,0,1,2,0,1,1,1,1,0.675,0.09,3,0,8,1,4,0,0,0
5369,3.5,1.25276296849537,0,1,1,4,1,0,0,1,16,3.15,1.14740245283754,0,1,2,0,1,1,1,1,0.7375,0.05,0,0,9,0,6,0,1,8
5371,4.13,1.41827740697294,0,0,0,2,1,0,0,1,14,2.84333333333333,1.04497707283548,0,1,2,1,1,0,1,0,0.4375,0.31,5,0,6,1,5,1,0,5
5372,2.79,1.02604159583327,0,0,1,1,0,0,0,1,16,1.08666666666667,0.0831149067105066,0,0,0,0,1,1,0,0,0.625,0.46,7,2,4,1,3,0,0,0
5373,1.96,0.672944473242426,0,0,0,3,1,0,0,1,14,1.96,0.672944473242426,0,1,1,0,0,0,0,1,0.5,0.05,3,0,7,0,4,0,0,7
5374,1.62,0.482426149244293,0,0,0,4,1,0,0,1,14,2.2,0.78845736036427,0,1,2,1,1,2,1,0,0.5625,0.13,3,1,3,1,2,1,1,9
5375,7.26,1.9823798288367,0,0,0,3,1,0,0,0,14,2.90333333333333,1.0658595021963,0,1,2,0,0,0,0,1,0.725,0.14,3,0,7,0,4,0,1,5
5378,1.67,0.512823626428664,0,0,1,4,1,0,0,1,12,1.88,0.631271776841858,0,1,2,0,1,2,0,0,0.5,0.09,3,5,7,0,4,2,1,8
5379,2.42,0.883767540168595,0,0,0,2,1,0,0,1,16,2.42,0.883767540168595,0,1,2,0,0,0,0,1,0.5125,0.27,4,4,5,0,4,0,1,8
5380,1.22,0.198850858745165,0,1,0,1,0,0,0,0,16,2.56,0.940007258491471,0,1,2,0,1,2,0,1,0.45,0.5,1,2,7,0,4,0,0,0
5381,2.52,0.924258901523332,0,1,1,3,1,0,0,1,13,0.793333333333333,-0.231511800984726,1,1,2,0,1,1,1,1,0.4375,0.09,3,1,10,0,4,0,2,8
5382,2.96,1.08518926833597,0,0,1,3,1,0,0,1,14,2.22,0.797507195884188,0,1,2,0,1,2,1,0,0.8375,0.13,6,0,9,0,6,0,0,12
5385,5.16,1.64093657949347,0,0,0,2,1,0,0,0,16,3.73,1.31640823365572,0,1,2,0,0,0,0,1,0.3875,0.41,3,4,4,0,5,1,0,6
5387,0.39,-0.941608539858445,1,0,1,0,0,0,0,1,12,0.695,-0.363843433417345,1,1,1,0,0,0,0,0,0.2625,0.78,11,2,0,0,2,0,0,0
5388,2.92,1.07158361628019,0,1,1,4,1,0,0,1,14,5.11,1.63119940421561,0,1,2,1,1,2,1,1,0.6125,0.09,2,0,8,1,6,0,0,8
5389,2.28,0.824175442966349,0,1,1,0,0,0,0,0,16,7.355,1.9953803540534,0,1,2,0,1,2,0,1,0.4375,0.41,3,3,6,0,4,0,0,0
5391,0.76,-0.27443684570176,1,0,0,0,0,0,0,1,16,1.26,0.231111720963387,0,1,2,1,1,2,1,1,0.780625,0.09,1,1,6,1,4,0,0,0
5392,4.08,1.40609698841607,0,0,1,4,1,0,0,1,16,1.26,0.231111720963387,0,1,2,0,1,2,0,1,0.55,0.05,3,0,8,0,5,0,0,5
5393,4.35,1.47017584510059,0,0,0,1,0,0,0,1,12,2.22,0.797507195884188,0,1,2,0,1,1,1,1,0.3875,0.6,5,0,7,0,3,0,0,0
5395,3.31,1.19694818938897,0,0,0,1,0,0,0,1,12,2.895,1.06298511102496,0,1,2,1,1,2,1,0,0.7375,0.09,1,0,10,0,5,0,0,0
5397,1.59,0.46373401623214,0,0,1,2,1,0,1,1,14,1.97,0.678033542749897,0,1,2,1,1,2,1,1,0.4375,0.5,0,0,6,0,5,0,0,6
5399,1.82,0.598836501088704,0,0,1,0,0,0,0,0,14,1.205,0.186479566942618,0,1,2,1,0,0,0,0,0.5,0.6,3,2,6,1,3,0,0,0
5400,2.96,1.08518926833597,0,0,0,1,0,0,0,1,12,3.49,1.24990173621434,0,1,1,0,0,0,0,1,0.5,0.73,2,0,1,0,4,0,0,0
5401,0.14,-1.96611285637283,1,0,1,3,1,0,0,1,16,2.35,0.854415328156068,0,1,1,0,0,0,0,1,0.6625,0.13,2,3,8,0,5,1,1,6
5402,4.91,1.59127394180643,0,0,1,3,1,0,0,1,12,1.34,0.29266961396282,0,1,2,1,1,2,0,1,0.55,0.1055,2,0,11,0,6,1,0,3
5403,26.27,3.26842760369745,0,0,1,0,0,0,0,1,14,2.29,0.828551817566148,0,1,1,0,0,0,0,0,0.325,0.45,5,10,-2,1,3,0,0,0
5404,0,-4.60517018598809,1,0,1,3,1,0,0,1,14,2.535,0.930193637043147,0,1,2,0,0,0,0,0,0.625,0.41,3,4,6,1,4,1,0,10
5405,2.11,0.746687947487975,0,0,1,1,0,0,0,0,16,3.37,1.21491274436427,0,1,1,0,1,1,1,1,0.5125,0.1975,9,0,6,0,3,0,0,0
5406,0.28,-1.27296567581289,1,0,0,2,1,0,0,1,16,5.015,1.6124334214139,0,1,2,1,1,1,1,1,0.6125,0.05,2,0,6,1,6,1,0,8
5407,1,0,1,1,0,3,1,0,0,1,16,4.85,1.57897870494939,0,1,2,1,1,2,1,1,0.675,0.05,2,0,8,0,4,0,0,8
5408,1.48,0.392042087776024,0,0,0,1,0,0,0,1,20,3.605,1.28232177073691,0,1,2,0,1,2,0,1,0.625,0.09,2,0,9,0,4,0,0,0
5409,5.59,1.72097928716701,0,0,0,2,1,0,0,1,20,3.545,1.26553815998409,0,1,2,0,1,2,0,1,0.5,0.09,1,0,6,1,4,1,0,4
5410,4.87,1.5830939370945,0,1,1,4,1,0,0,1,20,3.66,1.29746314741327,0,1,2,1,1,2,1,1,0.725,0.05,0,0,9,0,5,0,0,8
5411,1.66,0.506817602368452,0,0,1,2,1,0,0,1,13,4.87,1.5830939370945,0,1,2,0,1,1,0,0,0.375,0.05,5,0,6,1,4,1,0,8
5412,1.38,0.322083499169113,0,0,1,2,1,0,0,0,14,4.445,1.49177986896587,0,1,2,1,1,1,0,1,0.7875,0.05,2,0,3,1,6,0,1,10
5413,3.29,1.19088756477728,0,1,1,2,1,0,0,1,20,3.35,1.20896034583698,0,1,1,1,1,0,1,1,0.5625,0.09,4,0,3,1,3,1,2,1
5414,2.04,0.712949807856125,0,0,1,1,0,0,0,1,12,1.59,0.46373401623214,0,1,1,0,1,1,0,1,0.55,0.23,0,0,6,1,4,0,0,0
5415,3.3,1.19392246847243,0,0,0,3,1,0,0,1,12,4.49,1.50185270175416,0,1,2,0,1,2,0,1,0.7875,0.09,4,0,5,1,5,1,0,8
5417,0.7,-0.356674943938732,1,0,0,0,0,0,0,0,16,3.465,1.24271263264187,0,1,1,0,1,1,1,1,0.5625,0.09,1,0,5,1,2,0,0,0
5418,1.78,0.576613364303994,0,0,1,1,0,0,0,0,14,3.95,1.37371557891303,0,1,2,0,0,0,0,1,0.325,0.27,0,1,3,0,4,0,0,0
5420,3.86,1.35066718347674,0,0,0,1,0,0,0,1,12,2.07,0.727548607277278,0,0,0,0,1,2,1,1,0.3875,0.13,4,1,3,1,4,0,0,0
5421,5.35,1.67709656090792,0,0,1,2,1,0,0,1,14,2.39,0.871293365943419,0,1,2,1,1,2,0,1,0.375,0.4,10,1,6,1,4,0,1,8
5422,3.4,1.22377543162212,0,0,1,3,1,0,0,1,14,2.51333333333333,0.921609893351755,0,1,2,1,1,2,1,1,0.5,0.45,10,0,4,0,5,0,0,8
5423,6.51,1.87333945622048,0,0,0,1,0,0,1,1,11,3.65,1.2947271675944,0,1,2,0,1,2,0,1,0.2625,0.31,2,0,7,0,4,0,0,0
5424,4.56,1.51732262352629,0,0,1,3,1,0,1,1,11,3.65,1.2947271675944,0,1,2,0,1,2,0,1,0.5625,0.14,1,0,7,1,6,0,1,6
5425,2.44,0.89199803930511,0,0,1,0,0,0,0,1,12,2.14,0.76080582903376,0,1,2,1,0,0,0,1,0.4375,0.26,2,0,6,0,4,0,0,0
5426,2.23,0.802001585472027,0,0,0,4,1,0,0,1,12,2.14,0.76080582903376,0,1,2,0,0,0,0,0,0.775,0.05,2,0,7,0,4,0,0,6
5428,5.18,1.64480505627139,0,0,0,4,1,0,0,1,12,3.36,1.21194097397511,0,1,2,1,1,1,1,0,0.4375,0.05,1,0,7,1,4,1,0,10
5429,2.74,1.00795792039998,0,0,0,1,0,0,0,1,19,1.64,0.494696241836107,0,1,2,0,1,1,1,0,0.4875,0.4,2,0,1,0,2,0,0,0
5432,1.91,0.647103242058538,0,0,1,3,1,0,0,1,12,1.84,0.609765571620894,0,1,1,0,1,1,0,1,0.5625,0.09,0,0,6,0,4,0,1,6
5434,2.63,0.966983846189673,0,0,0,1,0,0,0,1,12,4.49,1.50185270175416,0,1,2,1,1,2,1,1,0.6125,0.5,1,2,4,0,6,0,0,0
5435,3.05,1.11514159061932,0,0,0,2,1,0,0,1,11,1.57,0.451075619360217,0,1,2,1,1,1,0,0,0.05,0.51,4.88937492805341,2.39700714204739,6,0,0,1,1,6
5436,1.48,0.392042087776024,0,0,0,2,1,0,0,1,11,0.95,-0.0512932943875506,1,1,2,0,1,2,0,0,0.375,0.31,8,0,10,1,4,1,1,9
5437,4.05,1.39871688111845,0,0,0,4,1,0,0,1,11,1.265,0.235072122179483,0,1,1,0,1,2,0,1,0.625,0.09,2,0,9,0,5,0,0,7
5438,3.04,1.11185751541813,0,0,0,3,1,0,0,1,12,1.72,0.542324290825362,0,1,2,1,0,0,0,0,0.5125,0.13,1,0,7,1,5,0,0,8
5439,1.75,0.559615787935423,0,1,0,0,0,0,0,1,16,7.335,1.99265741159495,0,1,2,0,1,2,0,1,0.55,0.32,2,2,7,0,4,0,0,0
5440,6.27,1.83577635464483,0,0,0,4,1,0,0,1,17,4.53,1.51072193949494,0,1,2,1,1,2,0,1,0.2125,0.0736,0,0,4,0,3,0,1,7
5441,3.13,1.14103300455206,0,0,0,0,0,0,0,1,12,4.18,1.43031124653666,0,1,2,0,1,2,0,1,0.55,0.5,2,0,6,0,4,0,0,0
5442,10.4,2.34180580614733,0,0,0,4,1,0,0,1,12,5.435,1.69285952057317,0,1,2,1,1,2,1,0,0.5,0.13,0,0,9,1,6,1,0,11
5443,3.67,1.30019166206648,0,0,0,2,1,0,0,1,12,2.46,0.900161349944271,0,1,2,1,1,2,1,1,0.3875,0.22,0,0,7,0,4,0,0,8
5444,2.35,0.854415328156068,0,0,1,3,1,0,0,1,12,2.46,0.900161349944271,0,1,1,0,1,1,1,1,0.5625,0.21,1,0,5,0,4,0,1,7
5446,4.07,1.4036429994545,0,1,1,3,1,0,0,1,14,5.79,1.7561322915849,0,1,2,0,1,2,1,1,0.325,0.31,0,0,9,0,6,1,1,11
5447,5.26,1.66013102674962,0,0,0,4,1,0,0,1,12,1.55666666666667,0.442546783012696,0,1,2,0,1,2,1,1,0.45,0.05,0,0,7,1,4,0,0,5
5448,5.94,1.78170913337455,0,0,1,2,1,0,0,1,12,6.22,1.82776990675109,0,1,0,0,1,2,0,0,0.2125,0.35,3,0,3,1,3,2,1,7
5451,0.67,-0.400477566597125,1,0,1,0,0,0,0,1,12,1.54,0.431782416425538,0,1,1,1,1,2,1,0,0.325,0.65,1,0,3,0,4,0,0,0
5452,1.07,0.0676586484738149,0,1,1,3,1,0,0,1,12,1.54,0.431782416425538,0,1,2,1,1,1,1,1,0.375,0.55,0,0,1,1,4,0,1,6
5453,2.74,1.00795792039998,0,0,0,4,1,0,0,1,12,1.78,0.576613364303994,0,1,2,0,1,2,0,1,0.5125,0.05,0,0,7,1,4,0,0,12
5455,2.67,0.982078472412158,0,0,0,0,0,0,1,1,9,3.01,1.10194007876078,0,0,0,0,1,1,1,0,0.2125,0.86,3,0,4,0,4,0,0,0
5456,4.42,1.48613969608961,0,0,1,2,1,0,1,1,9,0.905,-0.0998203352822109,1,0,0,0,1,1,1,0,0.325,0.91,2,3,3,1,1,1,2,6
5457,2.71,0.99694863489161,0,0,1,4,1,0,0,1,12,3.145,1.1458138901524,0,1,2,0,1,1,1,1,0.55,0.13,4,0,7,0,5,1,0,7
5458,4.96,1.60140574073684,0,0,0,4,1,0,0,1,12,3.7,1.30833281965018,0,1,2,1,1,2,1,1,0.6125,0.05,2,0,9,0,6,0,0,6.5
5459,1.03,0.0295588022415444,0,0,0,2,1,0,0,1,12,7.53333333333333,2.01933761761013,0,1,2,1,1,2,1,1,0.6125,0.4,2,0,1,1,3,1,1,8
5460,1.59,0.46373401623214,0,0,1,3,1,0,0,1,12,2.68,0.985816794522765,0,1,2,1,1,2,1,1,0.4375,0.18,3,0,2,1,4,0,1,11
5461,3.08,1.12492959698548,0,0,0,2,1,0,1,1,12,2.475,0.906240396020654,0,1,2,1,0,0,0,0,0.45,0.41,2,0,4,1,3,1,1,6
5462,2.48,0.908258560176891,0,0,0,4,1,0,0,1,12,1.155,0.144100343973757,0,1,1,0,0,0,0,1,0.4375,0.05,1,0,7,1,4,0,1,4
5463,1.2,0.182321556793955,0,0,1,3,1,0,0,1,12,2.935,1.07670745328006,0,1,1,1,1,1,1,1,0.55,0.46,2,3,5,1,4,0,1,6
5464,3.32,1.1999647829284,0,0,0,1,0,0,0,0,14,6.175,1.82050888251404,0,1,2,0,0,0,0,1,0.5625,0.31,2,0,5,1,3,0,0,0
5465,0.83,-0.186329578191493,1,0,1,0,0,0,0,1,11,0.45,-0.798507696217772,1,0,0,0,1,1,0,1,0.3875,0.65,2,2,5,1,5,0,0,0
5466,0.74,-0.301105092783922,1,0,1,1,0,0,0,1,11,0.27,-1.30933331998376,1,0,0,0,1,1,0,1,0.45,0.45,1,0,3,1,2,0,0,0
5467,0.3,-1.20397280432594,1,0,1,3,1,0,0,1,11,0.536666666666667,-0.622378109671738,1,0,0,0,1,1,0,0,0.375,0.78,5,3,2,1,4,1,0,7
5469,20.25,3.00815479355255,0,0,1,2,1,0,0,1,15,1.31,0.27002713721306,0,1,1,1,1,1,1,1,0.5125,0.46,0,0,3,0,3,1,1,4
5470,3.79,1.33236601909433,0,0,1,2,1,0,0,0,12,0.61,-0.49429632181478,1,1,2,1,1,1,0,1,0.45,0.5,9,0,2,1,2,1,0,7
5471,2.52,0.924258901523332,0,0,0,1,0,0,1,1,12,2.37,0.86288995514704,0,1,1,0,0,0,0,0,0.45,0.81,7,10,6,1,3,0,0,0
5472,0.38,-0.967584026261706,1,0,1,2,1,0,1,1,12,2.76,1.01523067972906,0,1,1,1,0,0,0,0,0.2625,0.31,4.88937492805341,9,5,1,4,1,2,8
5473,2.93,1.07500242302898,0,1,1,1,0,0,0,1,12,4.505,1.5051878910603,0,1,2,0,1,2,0,1,0.325,0.7,1,0,2,0,3,0,0,0
5474,20.29,3.01012815383772,0,1,0,3,1,0,0,1,17,3.665,1.29882833533861,0,1,1,1,1,1,0,0,0.675,0.05,1,0,6,1,4,0,1,7
5478,4.44,1.49065437644413,0,0,1,3,1,0,0,1,14,4.625,1.53147637096439,0,1,2,1,1,1,1,1,0.625,0.05,0,0,5,0,3,1,0,6
5479,2.78,1.02245092770255,0,0,1,0,0,0,0,0,12,1.65,0.500775287912489,0,1,2,0,1,2,1,1,0.4375,0.3755,4,3,5,0,5,0,0,0
5480,1.55,0.438254930931155,0,1,1,4,1,0,0,1,14,2.84,1.04380405217311,0,1,1,1,1,1,1,1,0.5625,0.05,0,0,6,0,5,0,0,8
5481,6.35,1.8484548129046,0,1,0,0,0,0,0,1,14,1.92,0.65232518603969,0,1,2,1,1,2,1,1,0.4375,0.23,0,0,9,0,6,0,0,0
5482,4.88,1.58514521986506,0,1,1,2,1,0,0,1,14,1.92,0.65232518603969,0,1,2,1,1,2,1,1,0.6,0.36,0,0,6,1,4,1,0,7
5483,19.22,2.95595140354215,0,0,0,4,1,0,0,1,14,3.55,1.26694760348732,0,1,2,1,1,2,1,1,0.7875,0.09,2,0,7,1,5,0,0,7
5484,5.53,1.71018781553424,0,0,0,0,0,0,0,1,15,4.9,1.58923520511658,0,1,2,0,1,2,1,0,0.675,0.36,7,0,5,0,5,0,0,0
5487,1.35,0.300104592450338,0,0,1,0,0,0,0,0,0,1.9,0.641853886172395,0,1,1,1,1,1,0,1,0.45,0.41,4,0,4,1,2,0,0,0
